image_name,tags
test_9657,primary cloudy haze 
test_28880,primary partly_cloudy 
test_6583,clear primary 
test_5716,clear primary haze cultivation agriculture 
test_9783,primary cloudy haze 
file_6759,clear primary 
test_1302,cloudy
test_13432,clear primary water 
test_9467,clear primary cultivation agriculture 
test_12636,clear primary 
file_17442,primary partly_cloudy 
test_33622,clear primary agriculture road 
test_25703,clear primary 
test_12062,primary haze 
test_11187,primary cloudy haze 
test_14396,primary partly_cloudy agriculture 
file_2088,clear primary water habitation agriculture road 
test_3212,primary partly_cloudy 
test_5931,clear primary water haze agriculture road 
test_30240,primary water partly_cloudy agriculture road 
test_5309,clear primary 
file_1933,clear primary water cultivation artisinal_mine habitation agriculture road 
test_34221,clear primary water haze cultivation agriculture 
test_4845,clear primary partly_cloudy 
file_4367,clear primary cultivation agriculture 
test_22858,primary partly_cloudy 
test_28647,clear primary 
file_10302,clear primary 
test_14458,clear primary 
test_32363,cloudy
file_2440,clear primary water road 
test_38678,clear primary 
test_24803,clear primary 
test_25623,primary partly_cloudy agriculture road 
test_15793,primary water partly_cloudy 
test_3891,clear primary 
file_15825,clear primary 
test_10748,clear primary water agriculture road 
file_8469,clear primary 
test_12999,clear primary 
file_20291,clear primary 
test_33572,clear primary haze partly_cloudy agriculture 
file_14719,cloudy
test_25956,clear primary 
test_9607,clear primary partly_cloudy 
test_35585,clear primary 
test_17133,clear primary 
test_3062,clear primary cultivation agriculture 
test_38283,clear primary 
test_141,clear primary 
test_7675,clear primary 
test_20396,clear primary 
file_10639,clear primary cultivation agriculture 
test_34867,clear primary 
test_21856,clear primary water artisinal_mine bare_ground road 
test_20174,clear primary 
file_3706,clear primary water cultivation agriculture road 
file_10393,clear primary 
file_2900,primary cultivation partly_cloudy agriculture 
file_19734,clear primary 
test_6953,clear primary 
file_6115,clear primary 
file_3332,clear primary 
file_10925,clear primary cultivation agriculture 
file_645,clear primary cultivation habitation agriculture road 
test_38008,primary water partly_cloudy agriculture 
test_10068,clear primary water haze habitation agriculture road 
test_31612,clear primary water 
test_34911,clear primary 
file_10568,clear primary 
test_17061,cloudy
file_11067,primary partly_cloudy 
test_18782,clear primary 
file_9957,clear primary 
test_23832,primary partly_cloudy 
file_11195,clear primary partly_cloudy 
file_2464,clear primary agriculture 
file_53,primary cultivation partly_cloudy agriculture 
test_8815,primary haze 
file_15323,clear primary water 
file_10860,clear primary 
file_464,clear primary 
test_30251,clear primary cultivation partly_cloudy agriculture road 
test_17597,clear primary haze 
test_2326,cloudy
test_1737,cloudy
file_760,clear primary water road 
test_27627,clear primary 
test_24270,clear primary 
test_10672,clear primary habitation bare_ground agriculture road 
test_16946,clear primary 
test_14058,cloudy
test_10065,clear primary 
test_2660,clear primary 
test_22799,clear primary 
test_32132,cloudy
test_20719,clear primary 
test_32517,primary haze 
test_30737,clear primary 
test_38782,clear primary cultivation agriculture 
test_3043,clear primary 
file_1476,clear primary cultivation partly_cloudy habitation agriculture road 
file_8792,clear primary cultivation habitation agriculture road 
test_8504,clear primary partly_cloudy 
file_8085,clear primary 
test_12316,clear primary partly_cloudy 
file_14554,clear primary partly_cloudy agriculture 
file_7673,clear primary habitation bare_ground agriculture road 
test_9851,clear primary water road 
file_11064,primary water partly_cloudy agriculture road 
test_5144,cloudy
file_12889,clear primary 
test_23408,clear primary 
file_8343,clear primary 
test_36595,primary partly_cloudy 
test_15130,clear primary habitation agriculture road 
file_5450,clear primary 
file_5186,clear primary water cultivation habitation agriculture road 
file_11010,clear primary haze 
test_34469,clear primary cultivation agriculture 
file_11250,clear primary water artisinal_mine road 
test_23149,clear primary 
test_10590,clear primary 
test_7694,clear primary 
file_1615,primary cloudy partly_cloudy agriculture 
file_4590,primary partly_cloudy 
file_334,clear primary water cultivation agriculture road 
test_38021,clear primary 
file_5302,clear primary 
file_16608,primary water partly_cloudy agriculture 
test_10577,clear primary 
test_38453,clear primary 
test_7115,clear primary cultivation habitation agriculture road 
test_20289,primary haze agriculture 
test_39374,primary partly_cloudy agriculture 
test_37822,clear primary water 
file_8998,clear primary 
test_9799,clear primary 
test_21190,clear primary cultivation 
test_11569,clear primary cultivation habitation agriculture road 
file_19281,clear primary 
test_32672,clear primary water artisinal_mine habitation bare_ground agriculture road 
test_6624,clear primary 
test_9002,primary haze 
test_39980,clear primary 
file_13317,clear primary cultivation agriculture 
file_5320,clear primary partly_cloudy habitation agriculture road 
file_1371,cloudy
test_33330,clear primary water partly_cloudy agriculture road 
test_15232,clear primary 
file_6087,primary haze 
file_17114,clear primary 
file_587,primary water partly_cloudy agriculture 
test_23299,clear primary water agriculture 
test_10946,clear primary 
test_17711,primary haze 
file_10637,clear primary water road 
file_13135,primary partly_cloudy 
test_3499,clear primary cultivation agriculture 
file_17882,clear primary water artisinal_mine 
test_23638,clear primary cultivation partly_cloudy habitation agriculture road 
file_4815,clear primary habitation road 
test_25406,clear primary water cultivation agriculture road 
file_18521,primary cultivation partly_cloudy agriculture 
test_16014,clear primary cultivation habitation agriculture road 
test_29832,clear primary cultivation habitation agriculture 
file_6819,clear primary 
test_2908,clear primary 
file_8652,primary cloudy partly_cloudy agriculture 
test_29718,clear primary 
test_38636,primary water partly_cloudy agriculture road 
file_15629,clear primary 
test_31329,clear primary 
test_8845,clear primary water haze agriculture road 
file_11420,clear primary 
test_27439,primary partly_cloudy 
test_36816,clear primary 
test_257,clear primary agriculture road 
test_32790,clear primary habitation bare_ground agriculture road 
file_14504,clear primary 
test_1103,clear primary water agriculture 
test_30939,clear primary water agriculture 
file_14457,primary partly_cloudy agriculture 
test_33972,cloudy
test_12234,clear primary 
test_8023,primary haze 
test_31244,primary water cultivation partly_cloudy agriculture road 
test_4308,primary partly_cloudy agriculture road 
test_37265,clear primary 
test_38939,clear primary 
file_10520,clear primary 
file_9792,cloudy
test_10800,cloudy
test_37027,primary cultivation partly_cloudy agriculture 
test_14813,clear primary 
file_17146,clear primary cultivation agriculture road 
file_5138,clear primary 
file_4731,primary cloudy haze partly_cloudy 
test_20924,clear primary 
test_32466,clear primary 
test_2739,cloudy
file_16742,primary partly_cloudy agriculture road 
test_14003,clear primary 
file_14103,clear primary 
file_11727,clear primary haze 
test_10026,clear primary 
test_17174,clear primary water 
test_34065,clear primary haze agriculture road 
file_14941,clear primary 
test_1406,clear primary cultivation partly_cloudy habitation agriculture road 
test_15619,primary partly_cloudy agriculture 
file_17637,clear primary 
test_23266,primary partly_cloudy 
test_9801,clear primary water cultivation habitation agriculture 
test_31327,primary partly_cloudy 
file_13532,clear primary 
test_22623,clear primary agriculture road 
file_7629,clear primary 
test_3443,clear primary habitation agriculture road 
test_23200,clear primary water agriculture road 
test_27583,primary partly_cloudy 
file_3398,clear primary cultivation partly_cloudy agriculture 
test_7279,clear primary cultivation agriculture 
test_31717,clear primary 
test_32959,clear primary cultivation habitation agriculture road 
test_36486,clear primary cultivation agriculture 
test_13028,clear primary water 
test_8268,clear primary habitation agriculture road 
test_13619,clear primary water partly_cloudy agriculture 
test_3836,clear primary 
test_39222,clear primary 
test_33687,primary haze partly_cloudy 
test_18049,cloudy
file_17419,clear primary haze cultivation habitation agriculture road 
file_3359,clear primary 
file_17904,clear primary 
test_4230,clear primary 
test_38992,primary partly_cloudy 
file_5635,clear primary 
test_21594,clear primary 
test_9001,clear primary water cultivation partly_cloudy agriculture road 
file_15113,clear primary 
file_5380,clear primary water 
file_12925,clear primary partly_cloudy habitation agriculture road 
test_9966,primary haze 
file_6837,primary haze 
test_3193,clear primary water agriculture 
test_31833,clear primary habitation agriculture road 
test_19299,primary haze 
test_9374,clear primary cultivation habitation agriculture road 
test_21558,primary partly_cloudy 
test_24946,clear primary water cultivation agriculture 
test_9558,primary haze 
test_19476,clear primary water cultivation agriculture road 
file_10989,clear primary 
test_33826,clear primary water agriculture road 
test_38167,clear primary cultivation agriculture road 
test_37460,clear primary 
test_21011,clear primary 
test_34673,clear primary 
test_2100,clear primary cultivation agriculture 
test_5026,clear primary cultivation habitation agriculture 
file_10949,clear primary water haze partly_cloudy agriculture road 
test_16868,clear primary 
test_13959,clear primary habitation agriculture road 
file_18074,clear primary water agriculture 
file_19713,clear primary cultivation habitation agriculture 
test_21708,primary partly_cloudy 
file_17184,clear primary water cultivation agriculture road 
